hs_code,descrip
5516210000,TEJIDOS CRUDOS CON FIBRAS ARTIFICI.DISCONTINUAS<85% EN PESO MEZCL.C/FILAM. SINTETICOS
5516230000,"TEJIDOS C/HILADOS COLORES C/FIB. ARTIF.DISCONT.<85% PESO, MEZC. C/FIL. SINT. O ARTIF."
5516310000,TEJIDOS CRUDOS CON FIBRAS ARTIFICI.DISCONTINUAS<85% EN PESO MEZCL.C/LANA O PELO FINO
5516320000,TEJIDOS TEÑIDOS CON FIBRAS ARTIFICI.DISCONTINUAS<85% EN PESO MEZCL.C/LANA O PELO FINO
5516340000,TEJIDOS ESTAMPADOS CON FIBRAS ARTIF.DISCONTINUAS<85% EN PESO MEZCL.C/LANA O PELO FINO
7113110000,"ART. DE JOYERIA DE PLATA, INCLUSO REVESTIDA O CHAPADA DE OTRO METAL PRECIOSO (PLAQUE)"
7113190000,"ART. DE JOYERIA DE LOS DEMAS METALES PRECIOSOS, INCLUSO REVESTIDOS O CHAPADOS"
7113200000,ART. DE JOYERIA DE CHAPADOS DE METAL PRECIOSO (PLAQUE) SOBRE METAL COMUN
7114111000,"ART. DE ORFEBRERIA DE PLATA DE LEY 0,925"
7114119000,"ART. DE ORFEBRERIA DE PLATA , LEY <> 0,925"
7114200000,ART. DE ORFEBRERIA DE CHAPADO DE METAL PRECIOSO (PLAQUE) SOBRE METAL COMUN
7115100000,CATALIZADORES DE PLATINO EN FORMA DE TELA O ENREJADO
7116100000,MANUFACTURAS DE PERLAS FINAS (NATURALES) O CULTIVADAS
7116200000,"MANUFACTURAS DE PIEDRAS PRECIOSAS O SEMIPRECIOSAS (NATURALES,SINTETICAS O RECONSTI.)"
7117190000,"LAS DEMAS BISUTERIAS, DE METAL COMÃ¿N, INC. PLATEADO, DORADO O PLATINADO"
7117900000,"LAS DEMAS BISUTERIAS, EXCEPTO DE METALES COMUNES"
7118100000,"MONEDAS SIN CURSO LEGAL, EXCEPTO LAS DE ORO"
7118900000,LAS DEMAS MONEDAS
7201100000,"FUNDICION EN BRUTO SIN ALEAR, CONTENIDO DE FOSFORO <= 0,5% EN PESO"
7201200000,"FUNDICION EN BRUTO SIN ALEAR, CONTENIDO DE FOSFORO >  0,5% EN PESO"
7201500000,FUNDICION EN BRUTO  ALEADA;  FUNDICION ESPECULAR
7202110000,FERROMANGANESO CON UN CONTENIDO DE CARBONO SUPERIOR AL 2% EN PESO
7202190000,LOS DEMAS FERROMANGANESO
7202210000,FERROSILICIO CON UN CONTENIDO DE SILICIO SUPERIOR AL 55% EN PESO
7202290000,LOS DEMAS FERROSILICIO
7202300000,FERRO-SILICO-MANGANESO
7202410000,FERROCROMO CON UN CONTENIDO DE CARBONO SUPERIOR AL 4% EN PESO
7202490000,LOS DEMAS FERROCROMOS
7202500000,FERRO-SILICO-CROMO
7202600000,FERRONIQUEL
7202800000,FERROVOLFRAMIO Y FERRO-SILICO-VOLFRAMIO
7202910000,FERROTITANIO Y FERRO-SILICO-TITANIO
7202920000,FERROVANADIO
7202930000,FERRONIOBIO
7203100000,PRODUCTOS FERREOS OBTENIDOS POR REDUCCION DIRECTA DE MINERALES DE HIERRO
7203900000,LOS DEMAS PRODUCTOS FERREOS
7204210000,DESPERDICIOS Y DESECHOS DE ACERO INOXIDABLE
7204290000,"LOS DEMAS DESPERDICIOS DE ACEROS ALEADOS, EXC. DE ACERO INOXIDABLE"
7204410000,"TORNEADURAS, VIRUTAS, ESQUIRLAS, LIMADURAS  Y RECORTES DE FUNDICION DE HIERRO O ACERO"
7204490000,LOS DEMAS DESPERDICIOS Y DESECHOS DE  HIERRO O ACERO
7204500000,LINGOTES DE CHATARRA
7205100000,"GRANALLAS DE FUNDICIÃ¿N EN BRUTO, DE FUNCIÃ¿N ESPECULAR, DE HIERRO O ACERO"
7205210000,POLVO DE ACEROS ALEADOS
7205290000,LOS DEMAS POLVOS DE FUNDICION DE HIERRO O ACERO
7206100000,LINGOTES DE HIERRO O ACERO SIN ALEAR
3204110000,COLORANTES  DISPERSOS  Y PREPARACIONES A BASE DE ESTOS COLORANTES
3204120000,"COLORANTES ACIDOS, INCLUSO METALIZADOS, Y PREPARACIONES A BASE DE ESTOS COLORANTES; C"
3204130000,COLORANTES BASICOS Y PREPARACIONES A BASE DE ESTOS COLORANTES
3204140000,COLORANTES  DIRECTOS  Y  PREPARACIONES A BASE DE ESTOS COLORANTES
3204151000,INDIGO SINTETICO
3204159000,"LOS DEMAS COLORANTES ORGANICOS SINTETICOS, A LA TINA O A LA CUBA Y SUS PREPARACIONES"
3204160000,COLORANTES  REACTIVOS  Y PREPARACIONES A BASE DE ESTOS COLORANTES
3204170000,COLORANTES PIGMENTARIOS Y PREPARACIONES A BASE DE ESTOS COLORANTES
3204900000,LOS DEMAS MATERIAS COLORANTES SINTETICAS
3205000000,LACAS COLORANTES;PREPARAC. A Q` SE REFIERE LA NOTA 3 DE ESTE CAPIT. A BASE DE LACAS C
3206190000,LOS DEMAS PIGMENTOS Y PREPARACIONES A BASE DE DIOXIDO DE TITANIO
3206200000,PIGMENTOS Y PREPARACIONES A BASE DE COMPUESTOS DE CROMO
3206410000,ULTRAMAR Y SUS PREPARACIONES
3207100000,"PIGMENTOS,  OPACIFICANTES  Y COLORES PREPARADOS Y PREPARACIONES  SIMILARES"
3207201000,COMPOSICIONES VITRIFICABLES
3207300000,ABRILLANTADORES (LUSTRES) LIQUIDOS Y PREPARACIONES SIMILARES
3207401000,FRITA DE VIDRIO
3208100000,PINTURAS Y BARNICES A BASE DE POLIESTERES DISPERSOS O DISUELTOS EN UN MEDIO NO ACUOSO
3208900000,LAS DEMAS PINTURAS Y BARNICES DISPERSOS O DISUELTOS EN UN MEDIO NO ACUOSO
3209100000,PINTURAS Y BARNICES A BASE DE POLIMEROS ACRILICOS/VINILICOS DISPERSOS EN MEDIO ACUOSO
3210001000,PINTURAS MARINAS ANTICORROSIVAS Y ANTIINCRUSTANTES
3210009000,LAS DEMAS PINTURAS Y BARNICES (P.EJ.: PINTURAS AL AGUA )
3211000000,SECATIVOS PREPARADOS.
3212100000,HOJAS PARA EL MARCADO A FUEGO
3212901000,"PIGMENTOS (INCLUIDOS EL POLVO Y ESCAMILLAS METALICOS) DISPERSOS EN MEDIOS NO ACUOSOS,"
3213101000,"PINTURAS AL AGUA (TEMPERA, ACUARELA)"
3213109000,LOS DEMAS COLORES EN SURTIDOS
3213900000,"COLORES P` PINTURA ARTISTICA,ENSEÑANZA,EXCEPTO  COLORES EN SURTIDOS"
4413000000,"MADERA DENSIFICADA EN BLOQUES, TABLAS, TIRAS O PERFILES."
4415200000,"PALETAS, PALETAS CAJA Y DEMAS PLATAFORMAS P`CARGA; COLLARINES P`PALETAS, DE MADERA"
4416000000,"BARRILES,CUBAS,TINAS Y DEMAS MANUFACT. D`TONELERIA Y PARTES, D`MADERA, INCL. DUELAS"
4417009000,"MONTURA Y MANGO HERRAM., MONT. Y MANGO CEPILLO; ENSANCHADOR DE CALZADO, DE MADERA"
4418400000,"ENCOFRADOS PARA HORMIGON, DE MADERA"
4418500000,"TABLILLAS PARA CUBIERTA DE TEJADOS O FACHADAS (""SHINGLES"" Y ""SHAKES""), DE MADERA"
4421100000,"PERCHAS PARA PRENDAS DE VESTIR, DE MADERA"
4501100000,CORCHO NATURAL EN BRUTO O SIMPLEMENTE PREPARADO
5516420000,TEJIDOS TEÑIDOS CON FIBRAS ARTIFICI.DISCONTINUAS<85% EN PESO MEZCL.C/ALGODON
5516440000,TEJIDOS ESTAMPADOS CON FIBRAS ARTIFICIALES DISCONTINUAS<85% EN PESO MEZCL.C/ALGODON
5516910000,LOS DEMAS TEJIDOS CRUDOS/BLANQUEADOS DE FIBRAS ARTIFICIALES DISCONTINUAS
5516930000,LOS DEMAS HILADOS DE DISTINTOS COLORES DE FIBRAS ARTIFICIALES DISCONTINUAS
5516940000,LOS DEMAS TEJIDOS ESTAMPADOS DE FIBRA ARTIFICIALES DISCONTINUAS
5601210000,GUATA DE DE ALGODON Y LOS DEMAS ARTICULOS DE GUATA DE ALGODON
5601220000,GUATA DE FIBRAS SINTETICAS O ARTIFICIALES Y DEMAS ARTÃCULOS DE ESTAS GUATAS
5601290000,GUATAS DE MAT. TEXTIL (EXC. DE ALGODÃ¿N O FIB. SINT. O ARTIF.) Y ARTIC. DE ESTA GUATA
5602100000,FIELTRO PUNZONADO Y PRODUCTOS OBTENIDOS MEDIANTE COSTURA POR CADENETA
5602210000,"FIELTROS DE LANA O PELO FINO, SIN IMPREGNAR, RECUBRIR, REVESTIR NI ESTRATIFICAR"
5602290000,"FIELTROS MAT.TEXTIL (EXC. DLANA/PELO FINO), S/IMPREG., RECUBR., REVEST. NI ESTRATIF."
5602900000,"LOS DEMAS FIELTROS INCLUSO IMPREGNADO, RECUBIERTO, REVESTIDO O ESTRATIFICADO"
5603110000,TELA SIN TEJER DE FILAMENTOS SINTETICOS O ARTIFICIALES DE PESO<= 25 G/M2
5603130000,TELA SIN TEJER DE FILAMENTOS SINTETICOS DE PESO >70 G/M2 PERO <=150 G/M2
5603910000,"DEMAS TELA SIN TEJER (EXC. DE FILAMENTOS SINTETICOS O ARTIFICIALES), PESO<= 25 G/M2"
5603930000,"DEMAS TELA S/TEJER (EXC. DE FILAMENTOS SINTETICOS O ARTIFICIALES), 70"
5603940000,"DEMAS TELA S/TEJER (EXC. DE FILAMENTOS SINTETICOS O ARTIFICIALES), DE PESO >150 G/M2"
5605000000,"HILADOS METALICOS E HILADOS METALIZADOS, INC.ENTORCHADOS, CON TEXTILES/TIRAS O SIMIL."
5607210000,CORDELES PARA ATAR O ENGAVILLAR DE SISAL O DEMAS FIBRAS TEXTILES DEL GENERO AGAVE
5607290000,"DEMAS CUERDAS Y CORDAJES SISAL, INC IMPREGNADOS, RECUBIERTOS, C/CAUCHO O PLAST"
5607410000,CORDELES DE POLIETILENO O PROLIPOPILENO PARA ATAR O ENGAVILLAR
5607490000,LOS DEMAS CORDELES DE POLIETILENO O PROLIPOPILENO PARA ATAR O ENGAVILLAR
5607500000,CORDELES. CUERDAS Y CORDAJES DE LAS DEMAS FIBRAS SINTETICAS
5608110000,REDES CONFECCIONADAS PARA LA PESCA DE MATERIAL TEXTIL SINTETICA O ARTIFICIAL
5608190000,DEMAS REDES DE MALLAS ANUDADAS MAT. TEXTIL SINT. O ARTIFICIAL (EXC. REDES DE PESCA)
5608900000,LAS DEMAS REDES DE MALLAS ANUDADAS (EXC. DE MATERIAL TEXTIL SINTETICA O ARTIFICIAL)
5701900000,"ALFOMBRAS DE NUDO DE LAS DEMAS MATERIAS TEXTILES, EXC. DE LANA O PELO FINO"
5702200000,REVESTIMIENTOS  PARA EL SUELO  DE FIBRAS DE COCO
5702310000,"ALFOMBRAS Y REVESTIMIENTOS PARA SUELO, ATERCIOPELADOS,S/CONFECCIO. D LANA O PELO FINO"
7206900000,"LAS DEMAS FORMAS PRIMARIAS DE HIERRO O ACERO SIN ALEAR, EXC. EN LINGOTES"
7207110000,"PROD.INTERMEDIOS DE HIERRO O ACERO,CARBONO < 0,25%,  SECCION TRANS.CUADRADA O RECTAN."
7207120000,"DEMAS,PROD.INTERMEDIOS DE HIERRO O ACERO,CARBONO < 0,25%, SECCION TRANS.RECTANGULAR"
7207190000,"LOS DEMAS PROD.INTERMEDIOS DE HIERRO O ACERO,CARBONO < 0,25%,"
7207200000,"PROD.INTERMEDIOS DE HIERRO O ACERO,CARBONO >= 0,25%, EN PESO"
7208102000,"PROD.DE HIERRO O ACERO LAMINADOS,ENROLLADOS,MOTIVOS EN RELIEVE,4,75 MM<=ESPESOR<=10MM"
7208104000,"PROD.DE HIERRO O ACERO LAMINADOS,ENROLLADOS,MOTIVOS EN RELIEVE, DE ESPESOR < 3 MM"
7208251000,"PROD.DE HIERRO O ACERO LAMINADOS,ENROLLADOS,DECAPADOS, ESPESOR>10 MM"
7208260000,"PROD.DE HIERRO O ACERO LAMINADOS,ENROLLADOS,DECAPADOS, 3  MM<=ESPESOR<4,75MM"
7208270000,"PROD.DE HIERRO O ACERO LAMINADOS,ENROLLADOS,DECAPADOS, DE ESPESOR < 3 MM"
7208360000,"PROD.DE HIERRO O ACERO LAMINADOS EN CALIENTE, ENROLLADOS, ESPESOR>10 MM"
7208402000,"PROD.DE HIERRO O ACERO LAMINADOS,SIN ENROLLAR,MOTIVOS EN RELIEVE,4,75 <=ESPESOR<=10MM"
7208404000,"PROD.DE HIERRO O ACERO LAMINADOS,SIN ENROLLAR,MOTIVOS EN RELIEVE,DE ESPESOR < 3 MM"
7208511000,"PROD.DE HIERRO O ACERO LAMINADOS EN CALIENTE, SIN ENROLLAR, ESPESOR > 12,5MM"
7208512000,"PROD.DE HIERRO O ACERO LAMINADOS EN CALIENTE, SIN ENROLLAR, 10MM"
7208530000,"PROD.DE HIERRO O ACERO LAMINADOS EN CALIENTE, SIN ENROLLAR,3MM<=ESPESOR<4,75MM"
7208540000,"PROD.DE HIERRO O ACERO LAMINADOS EN CALIENTE, SIN ENROLLAR,ESPESOR<3MM"
7209150000,"PROD.DE HIERRO O ACERO,ENROLLADOS LAMINADOS EN FRIO, ESPESOR >= 3 MM"
7209170000,"PROD.DE HIERRO O ACERO,ENROLLADOS LAMINADOS EN FRIO,  0,5 MM <= ESPESOR <= 1 MM"
7209181000,"PROD.DE HIERRO O ACERO,ENROLLADOS LAMINADOS EN FRIO, 0,25 MM <= ESPESOR<0,5 MM"
7209250000,"PROD.DE HIERRO O ACERO,SIN ENROLLAR LAMINADOS EN FRIO, ESPESOR >= 3 MM"
7209260000,"PROD.DE HIERRO O ACERO,SIN ENROLLAR LAMINADOS EN FRIO, 1 MM < ESPESOR < 3 MM"
7209280000,"PROD.DE HIERRO O ACERO,SIN ENROLLAR LAMINADOS EN FRIO,  ESPESOR < 0,5 MM"
7209900000,"DEMAS PROD. LAMINADOS PLANOS DE HIERRO O ACERO, ANCHO>= 600MM,LAMINADOS EN FRIO"
7210120000,"PROD.LAMINADOS PLANOS DE HIERRO O ACERO ESTAÑADOS, ESPESOR < 0,5 MM"
7210200000,"PROD.LAMINADOS PLANOS DE HIERRO O ACERO, EMPLOMADOS, INC. REVEST.CON ALEAC. PB Y SN"
7210410000,"PROD.LAMINADOS PLANOS DE HIERRO O ACERO, CINCADOS DE OTRO MODO, ONDULADOS"
7210500000,"PROD.LAMINADOS PLANOS DE HIERRO O ACERO, REVESTIDOS  DE  CROMO U OXIDO DE CROMO"
7210690000,"LOS DEMAS PROD.LAMINADOS PLANOS DE HIERRO O ACERO, REVESTIDOS DE ALUMINIO"
7210701000,"PROD.LAMINADOS PLANOS DE HIERRO O ACERO, REVESTIDOS PREVIAMENTE DE ALEAC.DE AL Y ZN"
3214101000,"MASILLA, CEMENTOS DE RESINA Y DEMÁS MÁSTIQUES"
3214102000,PLASTES (ENDUIDOS) UTILIZADOS EN PINTURA
3214900000,PLASTES (ENDUIDOS) NO REFRACTARIOS DEL TIPO DE LAS UTILIZADAS EN ALBAÑILERIA
3215110000,TINTAS DE IMPRENTA NEGRAS
3215190000,"TINTA DE IMPRENTA, EXCEPTO DE COLOR NEGRO."
3215901000,TINTAS PARA COPIADORAS  HECTOGRAFICAS  Y MIMEOGRAFOS
3215902000,TINTAS PARA BOLIGRAFOS
3215909000,"TINTAS DE ESCRIBIR O DIBUJAR Y DEMÃS TINTAS, INCLUSO CONCENTRADAS O SÃ¿LIDAS"
3301120000,ACEITES ESENCIALES DE NARANJA.
3301130000,ACEITES ESENCIALES DE LIMON.
3301240000,ACEITES ESENCIALES DE MENTA PIPERITA (MENTHA PIPERITA)
3301250000,"ACEITES ESENCIALES DE LAS DEMAS MENTAS, EXCEPTO DE PIPERITA."
3301291000,ACEITES ESENCIALES DE ANIS.
3301292000,ACEITES ESENCIALES DE EUCALIPTO.
3301300000,RESINOIDES
3301902000,OLEORRESINAS DE EXTRACCION
3301909000,"DEMAS ACEITES INCL. LOS CONCRETOS O ABSOLUTOS,DISOLUCIONES CONCENTRADAS"
3302101000,"MEZCLAS DE SUST. ODORIFERAS P` INDUST. ALIMENT/BEBIDAS CON GRADO ALCOH.VOLUMET.>=0,5%"
3302900000,"MEZCLAS DE SUSTANCIAS ODORIFERAS, EXCL. P` INDUSTRIA ALIMENTARIA O DE BEBIDAS."
3303000000,PERFUMES Y AGUAS DE TOCADOR.
3304100000,PREPARACIONES PARA EL  MAQUILLAJE DE LOS LABIOS
3304200000,PREPARACIONES PARA EL MAQUILLAJE DE LOS OJOS
3304300000,PREPARACIONES PARA MANICURAS O PEDICUROS
3304910000,"POLVOS, INCLUIDOS LOS COMPACTOS"
3304990000,"LAS DEMAS PREPARACIONES DE BELLEZA, MAQUILLAJE Y CUIDADO DE LA PIEL"
3305100000,CHAMPUES
3305200000,PREPARACIONES PARA ONDULACION O DESRIZADO PERMANENTES
3305300000,LACAS PARA EL CABELLO
3305900000,LAS DEMAS PREPARACIONES CAPILARES
3306100000,DENTIFRICOS
3306900000,LOS DEMAS PREPARACIONES PARA HIGIENE BUCAL O DENTAL
3307100000,PREPARACIONES  PARA  AFEITAR  O  PARA ANTES O DESPUES  DEL  AFEITADO
3307200000,DESODORANTES CORPORALES Y ANTITRASPIRANTES
3307410000,"""AGARBATTI"" Y DEMAS PREPARACIONES ODORIFERAS QUE ACTUAN POR COMBUSTION"
3307490000,LAS DEMAS PREPARACIONES PARA PERFUMAR O DESODORANTES DE LOCALES.
3307909000,DEPILATORIOS Y DEMAS PREPARACIONES DE PERFUMERIA N.E.
3401110000,"JABON DE TOCADOR (INCLUSO MEDICINAL), EN BARRA, PANES O TROZOS"
3401191000,"JABON EN BARRAS, PANES, TROZOS O PIEZAS TROQUELADAS O MOLDEADAS"
4502000000,"CORCHO NATURAL, DESCORTEZADO O SIMPLEMENTE ESCUADRADO, O EN BLOQUES, PLACAS, HOJAS"
4503100000,TAPONES DE CORCHO NATURAL
4503900000,"MANUFACTURAS DE CORCHO NATURAL, EXCEPTO TAPONES"
4504901000,TAPONES DE CORCHO AGLOMERADO
4504902000,"JUNTAS O EMPAQUETADURAS Y ARANDELAS, DE CORCHO AGLOMERADO"
4504909000,DEMAS MANUFACTURAS DE CORCHO AGLOMERADO
4602900000,"DEMAS ARTICULOS CESTERIA CON MAT TRENZABLE DE LA PART 46.01, EXCEP. DE MAT VEGETAL"
4701000000,PASTA MECÃNICA DE MADERA.
4702000000,PASTA QUIMICA DE MADERA PARA DISOLVER
4703110000,"PASTA QUIMICA A LA SOSA O AL SULFATO, CRUDA DE CONIFERAS"
4703190000,"PASTA QUIMICA A LA SOSA O AL SULFATO, CRUDA DISTINTA DE LA DE CONIFERAS"
4703290000,"PASTA QUIMICA A LA SOSA O AL SULFATO, SEMIBLANQUEADA O BLANQU. DIST. DE LA CONIFERAS"
4704110000,"PASTA QUIMICA DE MADERA AL SULFITO, CRUDA DE CONIFERAS"
4704210000,"PASTA QUIMICA DE MADERA AL SULFITO, BLANQUEADA O SEMIBLANQUEADA DE CONIFERAS"
4706100000,PASTA DE LINTER DE ALGODON
4706200000,PASTA DE FIBRAS OBTENIDAS DE PAPEL O CARTON RECICLADOS (DESPERDICIOS Y DESECHOS)
4707100000,PAPEL O CARTÃ¿N KRAFT CRUDO O PAPEL O CARTÃ¿N  CORRUGADO
4707200000,DEMÃS PAP. O CART. OBT PRINCIP. A PARTIR DE PAST QUÃM BLANQ. SIN COLOR EN LA MASA
4707900000,DEMAS DESPERDICIOS Y DESECHOS DE PAPEL O CARTON SIN CLASIFICAR
4802100000,PAPEL Y CARTON HECHOS A MANO (HOJA A HOJA)
4802200010,PAPEL/CARTON SOPORTE P´FOTOSENSIBLES TIRAS/BOBINAS A >15 CM; HOJAS L>36 CM  Y A>15 CM
4802200090,"DEMAS PAPEL Y CARTON SOPORTE PAPEL O CARTON FOTOSENSIBLES, TERMOSENSIBLES O ELECTROSE"
4802400000,PAPEL SOPORTE PARA  PAPELES DE  DECORAR PAREDES
5702320000,"ALFOMBRAS Y REVESTIMIENTOS PSUELO ATERCIOPELADOS,S/CONFECC. DE TEXTIL SINT. O ARTIF."
5702410000,ALFOMBRAS Y REVESTIM. P EL SUELO ATERCIOPELADOS CONFECCIONADOS DE LANA O PELO FINO
5702420000,ALFOMBRAS Y REVESTIM. P SUELO ATERCIOPELADOS CONFECCIONADOS DTEXTIL SINTETIC O ARTIF
5702910000,"ALFOMBRAS Y REVESTIM. PSUELO, SIN ATERCIOPELAR CONFECCIONADOS D LANA O PELO FINO"
5702990000,"ALFOMBRAS Y REVESTIM. P EL SUELO, SIN ATERCIOPELAR CONFECCIO. D LAS DEMAS MAT. TEXTIL"
5703900000,ALFOMBRAS Y REVESTIM. P EL SUELO CON MECHON INSERTADO DE LAS DEMAS MATERIAS TEXTILES
5704100000,"ALFOMBRAS Y REVESTIM. PSUELO, D FIELTRO, EXC.MECHON INSERTADO, DE SUPERF.<= 0,3 M2"
5705000000,"DEMAS ALFOMBRAS Y REVESTIMIENTOS PARA SUELO,  DE MATERIA  TEXTIL, INC. CONFECCIONADOS"
5801100000,"TERCIOPELO Y FELPA (EXC. DE PUNTO), DE LANA O PELO FINO"
5801210000,"TERCIOPELO Y FELPA DE ALGODON POR TRAMA, SIN CORTAR"
5801220000,"TERCIOPELO Y FELPA DE ALGODON POR TRAMA, CORTADOS, RAYADOS (PANA RAYADA, ""CORDUROY"")"
5801260000,TEJIDOS DE CHENILLA DE ALGODON
5801320000,"TERCIOPELO Y FELPA X TRAMA,DE FIBRA SINTET/ARTIF CORTADO, RAYADO (""CORDUROY"")"
5801330000,LOS DEMAS TERCIOPELOS Y FELPAS DE FIBRAS SINTETICAS Y ARTIFICIALES POR TRAMA
5801360000,TEJIDOS DE CHENILLA DE  FIBRAS SINTETICAS Y ARTIFICIALES
5802300000,SUPERFICIES TEXTILES CON MECHON INSERTADO
5804100000,"TUL, TUL-BOBINOT Y TEJIDOS DE MALLAS ANUDADAS"
5804210000,ENCAJES FABRICADOS A MAQUINA DE FIBRAS SINTETICAS O ARTIFICIALES
5804290000,"ENCAJES FABRICADOS A MAQUINA DE DEMAS MATERIAS TEXTILES, EXC. DE FIBRAS SINTET/ARTIF"
5804300000,ENCAJES HECHOS A MANO
5805000000,"TAPICERIA TEJIDA MANO (GOBELINOS, FLANDES, AUBUSSON, BEAUVAIS Y SIMIL.) Y TAPIC.AGUJA"
5806100000,"CINTAS TERCIOPELO, FELPA, DE TEJIDOS DE CHENILLA O DE TEJIDOS CON BUCLES TIPO TOALLA"
5806200000,"DEMAS CINTAS, CON HILOS DE ELASTOMEROS O DE CAUCHO >=5% EN PESO"
5806310000,LAS DEMAS CINTAS DE ALGODON
7210709000,"LOS DEMAS PROD.LAMINADOS PLANOS DE HIERRO O ACERO, PINTADOS,BARNIZADOS O REVESTIDOS"
7210900000,"DEMAS PROD.LAMINADOS PLANOS HIERRO O ACERO, S/ALEAR,CHAPADOS O REVESTIDOS,ANCH>=600MM"
7211130000,"PROD.LAMINADOS EN LAS 4 CARAS DE HIERRO O ACERO, 150= 4 MM"
7211230000,"PROD.LAMINADOS EN FRIO DE HIERRO O ACERO, CONTENIDO DE CARBONO <= 0,25% EN PESO"
7211290000,"PROD.LAMINADOS EN FRIO DE HIERRO O ACERO, CONTENIDO DE CARBONO > 0,25% EN PESO"
7212100000,"PROD.LAMINADOS PLANOS DE HIERRO O ACERO ESTAÑADOS, ANCHURA < 600MM CHAPADOS O REVEST."
7212300000,"PROD.LAMINADOS PLANOS DE HIERRO O ACERO CINCADOS DE OTRO MODO, ANCHURA < 600MM"
7212500000,"PROD.LAMINADOS PLANOS DE HIERRO O ACERO REVESTIDOS  DE OTRO MODO, ANCHURA < 600MM"
7212600000,"PROD.LAMINADOS PLANOS DE HIERRO O ACERO CHAPADOS, ANCHURA < 600MM"
7213200000,DEMAS ALAMBRONES DE ACERO SIN ALEAR DE FACIL MECANIZACION
7213990000,LOS DEMAS ALAMBRONES DE HIERRO O ACERO SIN ALEAR
7214200000,"BARRA DE HIERRO O ACERO SIN ALEAR CON MUESCAS, CORDONES, SURCOS O RELIEVES"
7216100000,"PERFILES DE HIERRO O ACERO EN U, I O H, LAMINADOS O EXTRU. EN CALIENTE ALTURA<80MM"
7216210000,"PERFILES DE HIERRO O ACERO EN L, LAMINADOS O EXTRU. EN CALIENTE ALTURA<80MM"
7216220000,"PERFILES DE HIERRO O ACERO EN T, LAMINADOS O EXTRU. EN CALIENTE ALTURA<80MM"
7216310000,"PERFILES DE HIERRO O ACERO EN U, LAMINADOS O EXTRU. EN CALIENTE ALTURA>=80MM"
7216330000,"PERFILES DE HIERRO O ACERO EN H, LAMINADOS O EXTRU. EN CALIENTE ALTURA>=80MM"
7216400000,"PERFILES DE HIERRO O ACERO EN L O T, LAMINADOS O EXTRU. EN CALIENTE ALTURA>=80MM"
7216610000,PERFILES DE HIERRO O ACERO OBTENIDOS A PARTIR DE PRODUCTOS LAMINADOS PLANOS
7216690000,LOS DEMAS PERFILES DE HIERRO O ACERO OBTENIDOS OBTENIDOS O ACABADOS EN FRIO
7216990000,LOS DEMAS PERFILES DE HIERRO O ACERO SIN ALEAR
7217100000,"ALAMBRE DE HIERRO O ACERO SIN REVESTIR, INCLUSO PULIDO"
7217200000,ALAMBRE DE HIERRO O ACERO CINCADO
7217900000,LOS DEMAS ALAMBRES DE HIERRO O ACERO
7218100000,ACERO INOXIDABLE EN LINGOTES O DEMAS FORMAS PRIMARIAS
7218910000,ACERO INOXIDABLE  DE SECCION TRANVERSAL RECTANGULAR
7219110000,"PROD.LAMINADOS EN CALIENTE DE ACERO INOXIDABLE ENROLLADO, ESPESOR >= 10 MM"
7219130000,"PROD.LAMINADOS EN CALIENTE DE ACERO INOXIDABLE ENROLLADO 3 MM<=ESPESOR<4,75 MM"
7219140000,"PROD.LAMINADOS EN CALIENTE DE ACERO INOXIDABLE ENROLLADO, ESPESOR < 3 MM"
3401200000,JABON EN OTRAS FORMAS
3401300000,"PROD/PREPARAC ORGANICO TENSOACTIVO PARA  LAVADO PIEL,LIQ O CREMA,VTA X MENOR,INC C/JA"
3402901000,DETERGENTES PARA LA INDUSTRIA TEXTIL
3403110000,"PREPAR. P` EL TRATAM.DE MATER. TEXT.,CUEROS Y PIELES,PELETERIA Q`CONTEN.ACEITES PETRO"
3403910000,"PREPARAC. P` EL TRATAMIENTO DE MATERIAS TEXTILES, CUEROS Y PIELES, PELETERIA"
3403990000,LAS DEMAS PREPARACIONES LUBRICANTES
3404200000,CERAS DE POLI(OXIETILENO) POLIETILENGLICOL
3405100000,"BETUNES, CREMAS Y PREPARACIONES SIMILARES PARA EL CALZADO O PARA CUEROS Y PIELES"
3405300000,"ABRILLANTADORES (LUSTRES) Y PREPARAC. SIMIL. P` CARROCERIAS, EXC. P` LUSTRAR METALES"
3405400000,"PASTAS, POLVOS Y DEMAS PREPARACIONES PARA FREGAR"
3406000000,"VELAS, CIRIOS Y ARTICULOS SIMILARES."
3407001000,PASTAS PARA MODELAR
3407002000,"""CERAS PARA ODONTOLOGIA"" O ""COMPUESTOS PARA IMPRESION DENTAL"""
3407009000,LAS DEMAS PREPARACIONES  PARA ODONTOLOGIA  A  BASE DE  YESO  FRAGUABLE
3501100000,CASEINA
3501901000,COLAS DE CASEINA
3501909000,CASEINATOS Y DEMAS DERIVADOS DE LA CASEINA
3502110000,OVOALBUMINA SECA
3502190000,LAS DEMAS OVOALBUMINAS
3502200000,"LACTOALBUMINA, INCL. LOS CONCENTRADOS DE DOS O MAS PROTEINAS DEL LACTOSUERO"
3502901000,ALBUMINAS
3503001000,GELATINAS Y SUS DERIVADOS
3503002000,ICTIOCOLA; DEMAS COLAS DE ORIGEN ANIMAL
3504001000,PEPTONAS Y SUS DERIVADOS
